Question,1,2,3,Correct Answer
Rosalind Franklin was only posthumously recognized for her pioneering research in what field?,Astronomy,Paleontology,Chemistry,Chemistry
Which of these is NOT considered one of the six simple machines?,Inclined plane,Pulley,Spring,Spring
What is the name of a famous theory proposed by Albert Einstein in 1905?,Overall Relativity,Virtual Insanity,Special Relativity,Special Relativity
Which of these was once an actual car model?,Saab Espresso,Hyundai Chai,Suzuki Cappuccino,Suzuki Cappuccino
"On the most recent Forbes list of highest-paid athletes, the top earner comes from what sport?",Soccer,Basketball,Boxing,Boxing
"In Tom Petty's Free Fallin,' the subject of the first verse is NOT said to love which of these things?",Her mama,America,Puppies,Puppies
"In the US, highway speed limits are posted in what unit of measurement?",Beats per minute,Meters per gallon,Miles per hour,Miles per hour
Which of these very American things was created the earliest?,First official US flag,US Senate,Liberty Bell,Liberty Bell
The US president who founded the Bull Moose Party was also the first to publicly ride in a what?,Plane,Train,Automobile,Automobile
"On the set of Jaws,' what name did the crew use to refer to the mechanical creature?",George,Steven,Bruce,Bruce
What astrological sign's symbol is a bizarre hybrid creature?,Leo,Taurus,Capricorn,Capricorn
The book Closing Time' is a sequel to a novel that features what character?,Holden Caulfield,Billy Pilgrim,Milo Minderbinder,Milo Minderbinder
Which university is part of a famous football rivalry with a trophy named for an animal product?,Michigan,Auburn,Ole Miss,Ole Miss
What is an old-fashioned word for a device used to shield people from rain?,Pippledunk,Whangdoodle,Bumbershoot,Bumbershoot
An extremely American thing is said to be as American as' what?,Bird's nest soup,Swedish meatballs,Apple pie,Apple pie
In which of these books are most of the male characters named after plants?,The Outsiders,Lord of the Flies,Watership Down,Watership Down
What type of mark is typically the result of overly vigorous kissing?,Freckle,Tattoo,Hickey,Hickey
What nation has lost the most World Cup finals without ever winning it all?,Hungary,Argentina,Netherlands,Netherlands
What Seahawks Legion of Boom' secondary just announced he's leaving football?,Earl Thomas,Richard Sherman,Kam Chancellor,Kam Chancellor
Which of these players has NOT agreed to join LeBron with the Lakers this offseason?,JaVale McGee,Lance Stephenson,Paul George,Paul George
What physical quantity is speed combined with direction?,Momentum,Acceleration,Velocity,Velocity
Which of these is NOT an African nation?,Seychelles,Angola,East Timor,East Timor
What is the business term for a fund with small amounts of discretionary income?,Spaghetti hash,Sweaty rash,Petty cash,Petty cash
Which of these typically requires the most water to grow?,One orange,One tomato,One apple,One apple
Which of these European countries adopted the modern Gregorian calendar most recently?,France,Poland,England,England
What section of an orchestra is the glockenspiel a part of?,Woodwind,Brass,Percussion,Percussion
Which of these television shows is still airing new episodes?,Bones,America's Most Wanted,Grey's Anatomy,Grey's Anatomy
What classic children's activity is an example of a heterarchy?,Blind Man's Bluff,Hide and Seek,Rock Paper Scissors,Rock Paper Scissors
Which of these was NOT a '90s-era Bath &amp Body Works scent?,Sheer Freesia,Sensual Amber,Sunset Jade,Sunset Jade
Mermaid's wine glass is a common name for a type of what?,Seashell,Jellyfish,Algae,Algae
The Sleeping Beauty Castle at Disneyland was inspired by a real castle in what country?,Norway,France,Germany,Germany
What does a dashed line between lanes of a US road mean?,Prepare to stop,Activate headlights,Change lanes carefully,Change lanes carefully
Which is NOT a component in the board game Mouse Trap?,Rain gutter,Diving board,Plumber's helper,Plumber's helper
Which of these places does NOT touch the Persian Gulf?,Bahrain,United Arab Emirates,Yemen,Yemen
What type of professor is NOT eligible to nominate someone for a Nobel Peace Prize?,Theology,Law,Medicine,Medicine
Which of these animated films does NOT share its name with its main character?,Moana,Coraline,Ratatouille,Ratatouille
Which city in East Asia boasts the largest LGBT pride parade?,Tokyo,Beijing,Taipei,Taipei
What classic arcade game is composed of a series of mini games?,Gauntlet,Galaxian,Gorf,Gorf
Which of these actors has NOT played CIA analyst Jack Ryan?,Ben Affleck,Alec Baldwin,Christian Bale,Christian Bale
Which of these movies stars the son of a former MLB commissioner?,The Mummy,Silver Linings Playbook,Sideways,Sideways
How is the word center' typically spelled in England?,Cennter,Senter,Centre,Centre
"By surface area, which is the smallest of the Great Lakes?",Lake Erie,Lake Huron,Lake Ontario,Lake Ontario
Which city's major marathon comes last in the calendar year?,Chicago,Boston,New York City,New York City
Which extremely British word has NOT been named a UK Word of the Year by Oxford Dictionaries?,Omnishambles,Bovvered,Innit,Innit
"Who did Napoleon reportedly say did ""more than all the armies in Europe"" to bring him down?",Mistress,Singer,Caricaturist,Caricaturist
"In American Sign Language, what letter of the alphabet looks like you're wishing for good luck?",X,W,R,R
What US state is home to more active volcanoes than any other?,Washington,Hawaii,Alaska,Alaska
Which of these celebrities won back-to-back acting Oscars in the 1'0s?,Leonardo DiCaprio,Will Smith,Tom Hanks,Tom Hanks
What body part are cufflinks worn next to?,Neck,Waist,Wrist,Wrist
What sticky substance is often used to repair broken items?,Old shoe,Irish stew,Glue,Glue
Which of these novels is NOT known for having an unreliable narrator?,Gone Girl,The Girl on the Train,Station Eleven,Station Eleven
Which of these was a hazard in older editions of the game Candy Land?,Rock Candy Slide,Malted Milk Falls,Molasses Swamp,Molasses Swamp
A cocktail of vodka and orange juice is named for what tool?,Allen wrench,Power drill,Screwdriver,Screwdriver
What do cars typically drive on?,Sidewalks,Telephone wires,Roads,Roads
What is the last line of the last Lord of the Rings' film?,I'm glad you're with me.,Follow me.," Well, I'm back. "," Well, I'm back. "
Which of these ocean-themed movies features a bird named after an '80s action star?,Finding Nemo,Deep Blue Sea,The Shallows,The Shallows
The word paparazzi' came directly from what classic Italian movie?,Cinema Paradiso,The Bicycle Thief,La Dolce Vita,La Dolce Vita
Which NES game was NOT playable with the ROB accessory?,Stack-Up,Gyromite,Wrecking Crew,Wrecking Crew
Which of these is a popular science fiction franchise?,Sex and the City,Baywatch,Star Trek,Star Trek
Which of these films boasts a soundtrack performed exclusively by female artists?,Bridesmaids,Marie Antoinette,Waiting to Exhale,Waiting to Exhale
Which of these performers got her break on The All-New Mickey Mouse Club'?,Jessica Simpson,Mandy Moore,Keri Russell,Keri Russell
Which of these titles is a sequel to the book Little Women'?,Little Sisters,Little Friends,Little Men,Little Men
The primary source of the Mississippi River is found in the northern part of which state?,New Mexico,Maine,Minnesota,Minnesota
Which dwarf planet in our solar system passes closest to the Sun?,Pluto,Eris,Ceres,Ceres
Which Emmy winner made a pre-fame TV appearance as a game show contestant?,Michael Imperioli,Bradley Whitford,Aaron Paul,Aaron Paul
Which city is home to one of the holiest sites within Islam?,Beirut,Ankara,Jerusalem,Jerusalem
What is the term for a visual hallucination triggered by a migraine?,Chakra,Vibe,Aura,Aura
Which of these geographical features borders the most US states?,Pacific Ocean,Gulf of Mexico,Great Lakes,Great Lakes
"In the choosing game, players can throw rock, paper, or what?",Steeple,Hitchhiker's thumb,Scissors,Scissors
The original cover of which of these novels features a photograph taken by the author?,Maniac Magee,Remember Me,The Giver,The Giver
"In Green Eggs and Ham,' Sam-I-Am does NOT mention eating with what animal?",Goat,Fox,Horse,Horse
How would you wish a French speaker good luck'?,Omelette du fromage!,Les Mis\xc3\xa9rables!,Bonne chance!,Bonne chance!
"According to the famous movie quote, where does nobody put Baby?",In an Uber,In a hammock,In a corner,In a corner
Which of these is a real former Academy Award category?,Best 3D Film,Best Dance Performance,Best Title Writing,Best Title Writing
"Popular in Europe, bandy is extremely similar to what other sport?",American football,Badminton,Hockey,Hockey
Mia Farrow's mother acted in multiple films based on whose books?,Agatha Christie,Ian Fleming,Edgar Rice Burroughs,Edgar Rice Burroughs
Which nation is also the name of a territory in the board game Risk?,Mexico,Spain,Peru,Peru
Which of these words is an antonym for paucity?,Dearth,Gumption,Plethora,Plethora
Which of these is NOT one of the colors of the cards soccer referees can give to players?,Yellow,Red,Blue,Blue
Jimmy Buffett sings a famous song about a place based on what beverage?,Hot milk,Cold brew coffee,Margarita,Margarita
What constellation includes the brightest star in Earth's night sky?,Ursa Major,Ursa Minor,Canis Major,Canis Major
"In the 1939 film The Wizard of Oz,' which of these made two characters fall unconscious?",Apples,Lightning,Flowers,Flowers
"Who ran the empire of which it was commonly said ""the sun never sets""?",Louis XIV,Wilhelm II,George VI,George VI
Which of these is NOT typically found in modern fiction books?,Binding,Dedication,Apologia,Apologia
A hot dog is what type of food?,Pod vegetable,Legume,Sausage,Sausage
Which of these Roman emperors had the shortest reign?,Nero,Augustus,Caligula,Caligula
Which of these instruments is Prince NOT credited as playing on his album For You'?,ARP Pro Soloist,Water drums,Clarinet,Clarinet
Which plant shares its name with the national park created to preserve it?,Acadia,Shenandoah,Saguaro,Saguaro
What was the name of the blog Meghan Markle ran before becoming Duchess of Sussex?,Markle &amp Shine,Meghan's Mirror,The Tig,The Tig
What do you call a sandy piece of land on top of a coral reef?,Lock,Door,Key,Key
Which of these US traffic signs is usually a triangle?,Stop,Railroad crossing,Yield,Yield
What device is typically used to fill in answers on a Scantron test?,Hammer,Bugle,Pencil,Pencil
Grammy Awards are given to professionals for excellence in making what?,Cars,Casseroles,Music,Music
What title has appeared the most times in the Billboard Hot 100?,Crazy,Stay,Hold On,Hold On
Which of these islands is NOT located in the Pacific Ocean?,Guadalcanal,Tahiti,Java,Java
The addition of which of these food items makes a salad a Pittsburgh salad'?,Cheese sticks,Onion rings,Fries,Fries
The Who's rock opera Tommy' was about a boy who was a phenom at what?,Soccer,Guitar,Pinball,Pinball
Which of these measurement units consists of only 16 ounces?,Kilogram,Ton,Pound,Pound
"Traditionally, where do men and women in the US wear their wedding rings?",In a tiny hat,Left foot,Left hand,Left hand
Which of these body parts does a bird usually have?,Hoof,Gill,Beak,Beak
The art technique known as pointillism directly launched what other art movement?,Expressionism,Cubism,Neo-impressionism,Neo-impressionism
Which of these iconic TV characters did NOT earn its portrayer an Emmy?,Liz Lemon,Carrie Bradshaw,Leslie Knope,Leslie Knope
What does the CC' field in an email stand for?,Citizen communication,Common correspondence,Carbon copy,Carbon copy
"According to the saying, you can't teach an old dog' what?",Conversational French,How to dougie,New tricks,New tricks
Which country has the most men's rugby Olympic gold medals?,Wales,New Zealand,USA,USA
What word describes the pretend drafts that NBA experts put out this time of year?,Clown,Goof,Mock,Mock
What US state is famous for Louisville Slugger bats?,New Connecticut,South Oregon,Kentucky,Kentucky
Which of these rivers runs through the fewest countries?,Colorado,Euphrates,Volga,Volga
What US state's official cartoon character first appeared on local weather segments?,Illinois,Maryland,Oklahoma,Oklahoma
What category is at the top of Abraham Maslow's famous hierarchy of needs' pyramid?,Safety,Love,Self-actualization,Self-actualization
What prop is involved in the playground game Double Dutch'?,Jacks,Yo-yo,Jump rope,Jump rope
